OBJECTID,MGRA,CT10,CT10BG,SRA,MSA,City,ZIP,Sphere,CPA,CPASG,TAZ,Council,Super,LUZ,Elem,Unif,High,Coll,Transit,Shape_Leng,Shape_Area,OBJECTID_2,FNODE,TNODE,LENGTH,ROADSEGID,POSTID,POSTDATE,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Leng_2
9201,9371,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1461.328247,105262.8817,118954,91934,91937,358.0349145,7867,fjessie,5/17/2019,3212,0,4/1/1980,M,D,L,B,0,5,LG,6800,6898,LG,6801,6899,N,N,N,6800,6899,1848355,6315341,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6315341,1848355,6315519.983,1848352.5,6315699,1848350,1,1,10140,10140,,AMBER,PL,AMBER PL,,AMBER,PL,,AMBER PL,358.0348545
9201,9371,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1461.328247,105262.8817,162786,91669,166347,167.9133465,194515,fjessie,5/17/2019,5007,0,5/19/2011,M,D,L,B,0,5,LG,6850,6878,LG,6851,6879,N,N,N,6850,6879,1848696,6315703,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6315703,1848696,6315786.479,1848702.507,6315870.38,1848701.054,1,1,10140,10140,,CEDRAL,PL,CEDRAL PL,,CEDRAL,PL,,CEDRAL PL,167.9134352
9201,9371,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1461.328247,105262.8817,142921,166347,166348,237.1228142,194516,fjessie,5/17/2019,38591,,5/19/2011,C,P,7,B,,7,LG,0,0,LG,0,0,N,N,N,0,0,1848701.054,6315870.38,10,91945,91945,LG,LG,7,N,Y,1012,1012,14300,14300,601,601,6315870.38,1848701.054,6315871.987,1848582.328,6315862.487,1848465.09,1,1,10140,10140,,PRIVATE,RD,PRIVATE RD,,PRIVATE,RD,,PRIVATE RD,237.1228577
9200,9370,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1020.135396,64741.26609,62191,91736,91732,322.0015529,38819,fjessie,2/26/2020,9624,0,4/1/1980,C,P,7,B,0,Z,LG,7000,7098,LG,7001,7099,N,N,N,7000,7099,1848608,6316519,10,91945,91945,LG,LG,7,N,Y,1012,1012,14300,14300,601,601,6316519,1848608,6316679.999,1848608.5,6316841,1848609,1,1,10140,10140,,JEANNE,RD,JEANNE RD,,JEANNE,RD,,JEANNE RD,322.001565
9200,9370,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1020.135396,64741.26609,147547,91732,91578,259.0173739,19903,fjessie,2/26/2020,5660,0,4/1/1980,C,P,7,B,0,Z,LG,2800,2898,LG,2801,2899,N,N,N,2800,2899,1848609,6316841,10,91945,91945,LG,LG,7,N,Y,1012,1012,14300,14300,601,601,6316841,1848609,6316842.506,1848738.991,6316844,1848868,1,1,10140,10140,,CORNELIUS,PL,CORNELIUS PL,,CORNELIUS,PL,,CORNELIUS PL,259.017512
9199,9369,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1061.934571,67921.01387,3091,91802,91783,209.3837654,37135,fjessie,4/12/2021,9301,0,4/1/1980,M,D,L,B,0,5,LG,7400,7498,LG,7401,7499,N,N,N,7400,7499,1848545,6319277,20,91945,91945,LG,LG,5,N,Y,1008,1008,14300,14300,602,602,6319277,1848545,6319379.656,1848557.117,6319484,1848559.999,1,1,10130,10130,,IDA,ST,IDA ST,,IDA,ST,,IDA ST,209.3836881
9198,9368,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1136.909623,76019.83285,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9197,9367,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,484.1250553,13913.64559,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9196,9366,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1923.341088,168150.0238,21645,91628,91400,587.9574047,17573,fjessie,5/17/2019,5149,0,4/1/1980,M,D,L,B,0,5,LG,6700,6750,LG,6701,6749,N,N,N,6700,6750,1848772,6314370,20,91945,91945,LG,LG,5,N,Y,2022,1012,14400,14300,601,601,6314370,1848772,6314640.74,1848870.094,6314877,1849045,1,1,20260,10140,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,587.9574065
9196,9366,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1923.341088,168150.0238,90660,92026,150222,948.323638,172021,fjessie,5/17/2019,8844,0,3/1/2006,M,D,L,B,0,5,LG,6700,6776,LG,6701,6777,N,N,N,6700,6777,1848242,6314218,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6314218,1848242,6314589.544,1848530.329,6314970.94,1848811.668,1,1,10140,10140,,HIBISCUS,DR,HIBISCUS DR,,HIBISCUS,DR,,HIBISCUS DR,948.3235477
9196,9366,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1923.341088,168150.0238,128983,150223,150222,571.9795284,172023,fjessie,5/17/2019,126252,0,3/1/2006,C,P,7,B,42082,Z,LG,0,0,LG,0,0,N,N,N,0,0,1848452.935,6315015.488,10,91945,91945,LG,LG,7,N,Y,1012,1012,14300,14300,601,601,6315015.488,1848452.935,6315174.39,1848676.453,6314970.94,1848811.668,1,1,10140,10140,,HIBISCUS,CT,HIBISCUS CT,,HIBISCUS,CT,,HIBISCUS CT,571.97941
9196,9366,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1923.341088,168150.0238,111587,150222,91400,271.9768047,172022,fjessie,5/17/2019,8844,0,3/1/2006,M,D,L,B,0,5,LG,6778,6798,LG,6779,6799,N,N,N,6778,6799,1848811.668,6314970.94,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6314970.94,1848811.668,6314957.661,1848935.531,6314877,1849045,1,1,10140,10140,,HIBISCUS,DR,HIBISCUS DR,,HIBISCUS,DR,,HIBISCUS DR,271.9768366
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,1753,91188,91146,152.6589011,17571,fjessie,5/17/2019,5149,0,4/1/1980,M,D,L,B,0,5,LG,6822,6838,LG,6821,6839,N,N,N,6821,6839,1849364,6315413,20,91945,91945,LG,LG,5,N,Y,2022,1012,14400,14300,601,601,6315413,1849364,6315484.762,1849389.025,6315557.146,1849414.266,1,1,20260,10140,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,152.6589281
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,39848,91385,91188,339.0047826,39973,fjessie,5/17/2019,9917,0,4/1/1980,M,D,L,B,0,5,LG,3000,3098,LG,3001,3099,N,N,N,3000,3099,1849073,6315316,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6315316,1849073,6315390.279,1849211.365,6315413,1849364,1,1,10140,10140,,KENNESTER,DR,KENNESTER DR,,KENNESTER,DR,,KENNESTER DR,339.0047755
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,84910,91117,91098,106.7250059,152040,fjessie,5/17/2019,5149,0,4/1/1980,M,D,L,B,0,5,LG,6876,6890,LG,6875,6889,N,N,N,6875,6890,1849448.018,6315650.524,20,91945,91945,LG,LG,5,N,Y,2022,1012,14400,14300,601,601,6315650.524,1849448.018,6315700.435,1849465.848,6315751,1849484.001,1,1,20260,10140,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,106.72493
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,138092,91098,177552,357.8657365,213696,fjessie,2/26/2020,5149,0,7/9/2015,M,D,L,B,0,5,LG,6892,6942,LG,6891,6943,N,N,N,6891,6943,1849484.001,6315751,20,91945,91945,LG,LG,5,N,Y,2022,1012,14400,14300,601,601,6315751,1849484.001,6315923.394,1849522.283,6316102.258,1849523.119,1,1,20260,10140,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,357.8657843
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,132898,91146,91117,99.30524679,167756,fjessie,5/17/2019,5149,0,,M,D,L,B,0,5,LG,6840,6874,LG,6841,6873,N,N,N,6840,6874,1849414.266,6315557.146,20,91945,91945,LG,LG,5,N,Y,2022,1012,14400,14300,601,601,6315557.146,1849414.266,6315604.062,1849431.517,6315650.524,1849448.018,1,1,20260,10140,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,99.30529812
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,124575,91477,91146,451.5942345,167757,fjessie,5/17/2019,125165,0,,M,D,L,B,0,5,LG,2900,2998,LG,2901,2999,N,N,N,2900,2999,1848962.709,6315551.347,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6315551.347,1848962.709,6315554.249,1849188.69,6315557.146,1849414.266,1,1,10140,10140,,FLORES,LN,FLORES LN,,FLORES,LN,,FLORES LN,451.5944006
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983,153112,91387,91117,378.1076308,152041,fjessie,5/17/2019,120524,0,6/23/1997,C,P,7,B,0,Z,LG,2900,3098,LG,2901,3099,N,N,N,2900,3099,1849069.938,6315655.095,10,91945,91945,LG,LG,7,N,Y,1012,1012,14300,14300,601,601,6315655.095,1849069.938,6315652.81,1849258.924,6315650.524,1849448.018,1,1,10140,10140,,BELIO,LN,BELIO LN,,BELIO,LN,,BELIO LN,378.1075815
9194,9364,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1166.793665,81632.12078,31603,91421,91414,642.6017775,67981,fjessie,2/26/2020,17840,0,4/1/1980,M,D,L,B,0,5,LG,7002,7074,LG,7001,7061,N,N,N,7001,7074,1849024,6316487,20,91945,91945,LG,LG,5,N,Y,1012,1012,14300,14300,601,601,6316487,1849024,6316807.915,1849031.365,6317127.001,1849028,1,1,10140,10140,,LEMONWOOD,LN,LEMONWOOD LN,,LEMONWOOD,LN,,LEMONWOOD LN,642.6017625
9193,9363,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,960.6885383,55404.64774,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9192,9362,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,472.0529062,13398.73528,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9191,9361,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,751.234213,28404.35069,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9190,9360,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1500.361127,112419.6228,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9189,9359,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1571.357326,103394.0661,2218,177536,91051,634.583124,45128,fjessie,2/19/2019,11231,0,4/1/1980,M,D,D,B,0,3,LG,2900,3098,LG,2901,3099,N,N,N,2900,3099,1848898.483,6317841.887,35,91945,91945,LG,LG,3,N,Y,1012,1006,14300,14300,601,602,6317841.887,1848898.483,6317846.062,1849215.455,6317851,1849533,1,1,10140,10060,,MASSACHUSETTS,AV,MASSACHUSETTS AV,,MASSACHUSETTS,AVE,,MASSACHUSETTS AVE,634.5832261
9189,9359,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1571.357326,103394.0661,1755,91051,91045,383.0218152,17575,fjessie,2/19/2019,5149,0,4/1/1980,M,D,L,B,0,5,LG,7200,7258,LG,7201,7259,N,N,N,7200,7259,1849533,6317851,20,91945,91945,LG,LG,5,N,Y,1005,1006,14300,14300,602,602,6317851,1849533,6318042.993,1849534.662,6318234,1849537,1,1,10050,10060,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,383.0217053
9188,9358,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1541.28564,119266.9567,24735,91043,91040,145.0137925,17580,fjessie,2/19/2019,5149,0,2/1/1989,M,D,L,B,0,5,LG,7300,7336,LG,7301,7337,N,N,N,7300,7337,1849539,6318513,20,91945,91945,LG,LG,5,N,Y,1007,1006,14300,14300,602,602,6318513,1849539,6318585.993,1849540.007,6318658,1849541,1,1,10070,10060,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,145.0138305
9188,9358,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1541.28564,119266.9567,1756,91040,91041,28,17579,fjessie,2/19/2019,5149,0,4/1/1980,M,D,L,B,0,5,LG,7338,7340,LG,7339,7341,N,N,N,7338,7341,1849541,6318658,20,91945,91945,LG,LG,5,N,Y,1007,1006,14300,14300,602,602,6318658,1849541,6318672,1849541,6318686,1849541,1,1,10070,10080,,CENTRAL,AV,CENTRAL AV,,CENTRAL,AVE,,CENTRAL AVE,27.999944
9188,9358,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1541.28564,119266.9567,37482,91043,90837,273.0293025,18565,fjessie,2/19/2019,5375,0,4/1/1980,M,D,L,B,0,5,LG,3100,3150,LG,3101,3149,N,N,N,3100,3150,1849539,6318513,20,91945,91945,LG,LG,5,N,Y,1004,1007,14300,14300,602,602,6318513,1849539,6318515.007,1849675.985,6318517,1849812,1,1,10040,10070,,CITRUS,ST,CITRUS ST,,CITRUS,ST,,CITRUS ST,273.0294125
9188,9358,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1541.28564,119266.9567,26788,90837,90515,407.0307237,18564,fjessie,2/19/2019,5375,0,4/1/1980,M,D,L,B,0,5,LG,3152,3230,LG,3151,3237,N,N,N,3151,3237,1849812,6318517,20,91945,91945,LG,LG,5,N,Y,1004,1007,14300,14300,602,602,6318517,1849812,6318519.506,1850015.985,6318522.001,1850219,1,1,10040,10070,,CITRUS,ST,CITRUS ST,,CITRUS,ST,,CITRUS ST,407.0305655
9188,9358,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1541.28564,119266.9567,58807,90837,90838,283,10676,fjessie,2/19/2019,3801,0,4/1/1980,C,P,L,B,0,Z,LG,7300,7398,LG,7301,7399,N,N,N,7300,7399,1849812,6318517,10,91945,91945,LG,LG,7,N,Y,1007,1007,14300,14300,602,602,6318517,1849812,6318659,1849812,6318800,1849812,1,1,10070,10070,,BARKEATH,DR,BARKEATH DR,,BARKEATH,DR,,BARKEATH DR,283.0000902
9187,9357,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,906.6690183,29328.48374,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9186,9356,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,399.756526,8878.722285,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9185,9355,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1017.155947,52424.34165,14971,90431,90312,190.9621472,45131,fjessie,2/19/2019,11231,0,4/1/1980,M,D,4,B,0,3,LG,3200,3298,LG,3201,3299,N,N,N,3200,3299,1850334,6317863,35,91945,91945,LG,LG,3,N,Y,2011,1005,14400,14300,601,602,6317863,1850334,6317865.486,1850428.967,6317867.997,1850524.897,1,1,20140,10050,,MASSACHUSETTS,AV,MASSACHUSETTS AV,,MASSACHUSETTS,AVE,,MASSACHUSETTS AVE,190.9620001
9184,9354,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,381.0342524,6518.664236,74356,90527,90300,323.0387121,34058,fjessie,2/19/2019,8669,0,4/1/1980,M,D,L,B,0,5,LG,3252,3298,LG,3253,3299,N,N,N,3252,3299,1850208,6319037,20,91945,91945,LG,LG,5,N,Y,1002,1001,14300,14300,602,602,6319037,1850208,6319039.478,1850369.981,6319042,1850531,1,1,10020,10010,,HARRIS,ST,HARRIS ST,,HARRIS,ST,,HARRIS ST,323.0387219
9183,9353,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,428.5780723,12203.76754,0,0,0,0,0,,,0,0,,,,,,0,,,0,0,,0,0,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
9182,9352,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,736.6970551,31457.23569,38683,90529,90288,328.0243893,64245,fjessie,2/19/2019,16242,0,4/1/1980,M,D,L,B,0,5,LG,3200,3298,LG,3201,3299,N,N,N,3200,3299,1850207,6319182,20,91945,91945,LG,LG,5,N,Y,1001,1000,14300,14300,602,602,6319182,1850207,6319184,1850370.988,6319186,1850535,1,1,10010,10000,,WEST,ST,WEST ST,,WEST,ST,,WEST ST,328.0243894
9181,9351,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1468.710118,117297.8293,47537,92891,92856,215.8851482,79934,fjessie,11/15/2018,23508,0,6/1/1985,M,D,L,B,0,5,LG,7400,7458,LG,7401,7459,N,N,N,7400,7459,1847176,6319582,20,91945,91945,LG,LG,5,N,Y,4002,4002,14200,14200,605,605,6319582,1847176,6319689.998,1847175.289,6319775,1847214,1,1,40050,40050,,BRUNEI,CT,BRUNEI CT,,BRUNEI,CT,,BRUNEI CT,215.885075
9181,9351,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1468.710118,117297.8293,94602,92690,92583,376.2777978,23617,apaddy,4/18/2022,6516,0,4/1/1980,M,D,L,B,0,5,LG,7500,7548,LG,7501,7549,N,N,N,7500,7549,1847443.999,6319941,20,91945,91945,LG,LG,5,N,Y,4002,4002,14200,14200,605,605,6319941,1847443.999,6320128.963,1847446.637,6320264,1847565.001,1,1,40020,40050,,DAVIDSON,AV,DAVIDSON AV,,DAVIDSON,AVE,,DAVIDSON AVE,376.277823
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,2916,92056,92048,433.0935234,56770,adowling,8/13/2021,14079,0,,M,D,2,B,0,4,LG,7200,7248,LG,7201,7249,N,N,N,7200,7249,1848215,6317830,25,91945,91945,LG,LG,4,N,Y,1006,4006,14300,14200,602,605,6317830,1848215,6318046.953,1848219.509,6318263,1848224,1,1,10150,40070,,SAN MIGUEL,AV,SAN MIGUEL AV,,SAN MIGUEL,AVE,,SAN MIGUEL AVE,433.0936412
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,2296,92803,92597,258.0077518,52599,fjessie,2/13/2020,12965,0,4/1/1980,M,D,L,B,0,5,LG,2500,2524,LG,2501,2525,N,N,N,2500,2525,1847283,6318346,20,91945,91945,LG,LG,5,N,Y,4006,4006,14200,14200,605,605,6318346,1847283,6318347,1847411.996,6318348,1847541,1,1,40070,40070,,PERGL,ST,PERGL ST,,PERGL,ST,,PERGL ST,258.007892
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,49774,92597,92458,187.0106949,52600,fjessie,2/13/2020,12965,0,4/1/1980,M,D,L,B,0,5,LG,2526,2598,LG,2527,2599,N,N,N,2526,2599,1847541,6318348,20,91945,91945,LG,LG,5,N,Y,4006,4006,14200,14200,605,605,6318348,1847541,6318349.005,1847634.995,6318350,1847728,1,1,40070,40070,,PERGL,ST,PERGL ST,,PERGL,ST,,PERGL ST,187.0106489
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,45162,92374,92056,371.7883611,150496,fjessie,2/13/2020,11231,0,4/1/1980,M,D,D,B,0,3,LG,2642,2698,LG,2641,2699,N,N,N,2641,2699,1847843.321,6317820.983,35,91945,91945,LG,LG,3,N,Y,1000,4006,14200,14200,604,605,6317820.983,1847843.321,6317825.494,1848029.266,6317830,1848215,1,1,10000,40070,,MASSACHUSETTS,AV,MASSACHUSETTS AV,,MASSACHUSETTS,AVE,,MASSACHUSETTS AVE,371.7884089
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,44763,92374,92377,327.5046192,150497,fjessie,2/13/2020,103007,0,9/4/1996,C,P,7,B,0,Z,LG,7200,7298,LG,7201,7299,N,N,N,7200,7299,1847843.321,6317820.983,10,91945,91945,LG,LG,7,N,Y,4006,4006,14200,14200,605,605,6317820.983,1847843.321,6317984.967,1847841.007,6318148.455,1847838.699,1,1,40070,40070,,BALKIS,LN,BALKIS LN,,BALKIS,LN,,BALKIS LN,327.5047338
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,150035,92598,92597,534.0009363,55974,fjessie,2/13/2020,13878,0,4/1/1980,M,D,L,B,0,5,LG,7200,7248,LG,7201,7249,N,N,N,7200,7249,1847540,6317814,20,91945,91945,LG,LG,5,N,Y,4006,4006,14200,14200,605,605,6317814,1847540,6318081,1847540.5,6318348,1847541,1,1,40070,40070,,ROSEMARY,LN,ROSEMARY LN,,ROSEMARY,LN,,ROSEMARY LN,534.0008526
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247,147917,92598,92374,303.40137,45116,fjessie,2/13/2020,11231,0,4/1/1980,M,D,D,B,0,3,LG,2526,2640,LG,2527,2639,N,N,N,2526,2640,1847540,6317814,35,91945,91945,LG,LG,3,N,Y,1000,4006,14200,14200,604,605,6317814,1847540,6317817.498,1847691.96,6317820.983,1847843.321,1,1,10000,40070,,MASSACHUSETTS,AV,MASSACHUSETTS AV,,MASSACHUSETTS,AVE,,MASSACHUSETTS AVE,303.401284
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609,15146,92040,92043,335.0014925,56784,fjessie,2/19/2019,14079,0,4/1/1980,M,D,2,B,0,4,LG,7600,7668,LG,7601,7669,N,N,N,7600,7669,1848234,6320468,25,91945,91945,LG,LG,4,N,Y,2013,4001,14300,14200,602,605,6320468,1848234,6320635.999,1848233.499,6320803,1848233,1,1,20130,40010,,SAN MIGUEL,AV,SAN MIGUEL AV,,SAN MIGUEL,AVE,,SAN MIGUEL AVE,335.0014787
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609,29221,92639,92566,90.91705011,44200,fjessie,4/15/2019,10964,0,4/1/1980,M,D,L,B,0,5,LG,2580,2598,LG,2581,2599,N,N,N,2580,2599,1847501,6320785.001,20,91945,91945,LG,LG,5,N,Y,4008,4008,14200,14200,605,605,6320785.001,1847501,6320807.274,1847540.102,6320830,1847580,1,1,40090,40080,,MAIN,ST,MAIN ST,,MAIN,ST,,MAIN ST,90.91716115
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609,29220,92566,92170,548.8756362,44199,fjessie,4/15/2019,10964,0,4/1/1980,M,D,L,B,0,5,LG,2600,2718,LG,2601,2719,N,N,N,2600,2719,1847580,6320830,20,91945,91945,LG,LG,5,N,Y,4000,4008,14200,14200,605,605,6320830,1847580,6320963.786,1847819.118,6321097.999,1848059,1,1,40000,40080,,MAIN,ST,MAIN ST,,MAIN,ST,,MAIN ST,548.8757255
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609,27444,92565,92639,79.0252871,32289,fjessie,4/15/2019,8343,0,,M,D,L,B,0,5,LG,2500,2598,LG,2501,2599,N,N,N,2500,2599,1847580,6320787,20,91945,91945,LG,LG,5,N,Y,4008,4007,14200,14200,605,605,6320787,1847580,6320785.988,1847540.013,6320785.001,1847501,1,1,40090,40090,,GRANGE,ST,GRANGE ST,,GRANGE,ST,,GRANGE ST,79.02545742
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609,94603,92565,92566,43,23619,fjessie,4/15/2019,6516,0,4/1/1980,M,D,L,B,0,5,LG,7680,7698,LG,7681,7699,N,N,N,7680,7699,1847580,6320787,20,91945,91945,LG,LG,5,N,Y,4000,4008,14200,14200,605,605,6320787,1847580,6320809,1847580,6320830,1847580,1,1,40000,40090,,DAVIDSON,AV,DAVIDSON AV,,DAVIDSON,AVE,,DAVIDSON AVE,42.99991399
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609,88540,92570,92565,337.0133529,23618,fjessie,4/15/2019,6516,0,4/1/1980,M,D,L,B,0,5,LG,7600,7678,LG,7601,7679,N,N,N,7600,7679,1847577,6320450,20,91945,91945,LG,LG,5,N,Y,4001,4007,14200,14200,605,605,6320450,1847577,6320618.993,1847578.504,6320787,1847580,1,1,40010,40090,,DAVIDSON,AV,DAVIDSON AV,,DAVIDSON,AVE,,DAVIDSON AVE,337.013335
