OBJECTID,stop_UID,stop_agenc,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_t,parent_sta,wheelchair,intersecti,stop_place
503,MTS_10833,MTS,10833,Broadway & Kettner Bl,32.71585722,-117.1689376,10833,0,broket,1,N-W/B,broket
501,MTS_10828,MTS,10828,Broadway & Pacific Hwy,32.71584424,-117.1717823,10828,0,,1,F-W/B,brohar
505,MTS_10836,MTS,10836,Broadway & Columbia St,32.71580373,-117.1672626,10836,0,,1,N-W/B,
504,MTS_10834,MTS,10834,Washington St & Dove St,32.74998364,-117.1684576,10834,0,,1,N-W/B,wasdov
542,MTS_10892,MTS,10892,University Av & Louisiana St,32.74853858,-117.1398633,10892,0,,1,N-W/B,
541,MTS_10890,MTS,10890,Ocean View Bl & Commercial St,32.70510407,-117.1394541,10890,0,,0,N-W/B,25tro
544,MTS_10894,MTS,10894,El Cajon Bl & Texas St,32.75545775,-117.1385573,10894,0,,1,N-W/B,
543,MTS_10893,MTS,10893,Ocean View Bl & Dewey St,32.70444315,-117.1384885,10893,0,,0,N-W/B,
538,MTS_10884,MTS,10884,Logan Av & I-5 Ramp,32.70023502,-117.1423176,10884,0,,1,N-W/B,
537,MTS_10882,MTS,10882,Imperial Av & 24th St,32.70642783,-117.14226,10882,0,,1,N-W/B,
540,MTS_10889,MTS,10889,Imperial Av & 25th St,32.70643626,-117.139952,10889,0,,1,N-W/B,imp25
539,MTS_10885,MTS,10885,University Av & Alabama St,32.7485526,-117.1421077,10885,0,,1,N-W/B,
531,MTS_10874,MTS,10874,Imperial Av & 21st St,32.70637988,-117.1447042,10874,0,,1,N-W/B,
530,MTS_10873,MTS,10873,Broadway & 20th St,32.71587176,-117.1456654,10873,0,,1,N-W/B,
534,MTS_10878,MTS,10878,Broadway & 22nd St,32.71587945,-117.143848,10878,0,,1,N-W/B,
532,MTS_10876,MTS,10876,Logan Av & Cesar Chavez Pkwy,32.70179362,-117.1445666,10876,0,,1,F-W/B,logces
525,MTS_10866,MTS,10866,Market St & 16th St,32.71163834,-117.1491628,10866,0,,1,N-W/B,16-Mar
524,MTS_10865,MTS,10865,University Av & Normal St,32.74849758,-117.149308,10865,0,,1,N-W/B,
529,MTS_10871,MTS,10871,Imperial Av & 19th St,32.70637498,-117.1465149,10871,0,,1,N-W/B,
526,MTS_10868,MTS,10868,Logan Av & Sigsbee St,32.70382011,-117.1474771,10868,0,,1,N-W/B,
451,MTS_10708,MTS,10708,Broadway & West St,32.74249558,-117.0382849,10708,0,,1,F-E/B,
450,MTS_10707,MTS,10707,Lisbon St & Jamacha Rd,32.71204487,-117.0383182,10707,0,,0,F-E/B,
454,MTS_10713,MTS,10713,Skyline Dr & Deerock Pl,32.70210462,-117.0347088,10713,0,,1,F-E/B,
453,MTS_10712,MTS,10712,San Vicente St & Meadowbrook Dr,32.70879821,-117.0349797,10712,0,,0,F-E/B,
445,MTS_10701,MTS,10701,Broadway & Massachusetts Av,32.7424446,-117.0423822,10701,0,,1,F-E/B,
444,MTS_10700,MTS,10700,University Av & Massachusetts Av,32.75514962,-117.0425778,10700,0,,1,F-E/B,
448,MTS_10705,MTS,10705,Broadway & West St,32.74268804,-117.0387061,10705,0,,1,F-W/B,
447,MTS_10704,MTS,10704,Lisbon St & Tibbett St,32.7120368,-117.0395795,10704,0,,0,F-E/B,
441,MTS_10696,MTS,10696,University Av & Lois St,32.75496373,-117.0471136,10696,0,,1,F-E/B,
439,MTS_10692,MTS,10692,Federal Bl & College Av,32.74140218,-117.0488901,10692,0,,1,F-E/B,
443,MTS_10698,MTS,10698,Lisbon St & 71st St,32.71197702,-117.0450343,10698,0,,2,M-Street-E/B,
442,MTS_10697,MTS,10697,El Cajon Bl & 70th St,32.76862142,-117.0466223,10697,0,,1,F-E/B,elc701
436,MTS_10688,MTS,10688,El Cajon Bl & Rolando Bl,32.76703206,-117.0568877,10688,0,,1,F-E/B,
435,MTS_10686,MTS,10686,Imperial Av & 65th St,32.71045946,-117.057784,10686,0,,1,F-E/B,
438,MTS_10691,MTS,10691,El Cajon Bl & 68th St,32.76855582,-117.0508118,10691,0,,1,F-E/B,
437,MTS_10690,MTS,10690,Skyline Dr & Rio Lindo Dr,32.70190927,-117.0522543,10690,0,,1,F-E/B,
496,MTS_10818,MTS,10818,Hotel Circle N & Hotel Circle Pl,32.76028753,-117.1864168,10818,0,,1,N-W/B,
495,MTS_10816,MTS,10816,Taylor St & I-8 East (Ramp),32.75940833,-117.1899889,10816,0,,1,F-W/B,
499,MTS_10826,MTS,10826,Lewis St & Lark St,32.75186373,-117.1757987,10826,0,,0,N-W/B,
498,MTS_10825,MTS,10825,Lewis St & Hermosa Wy,32.75185048,-117.180118,10825,0,,0,N-W/B,
465,MTS_10730,MTS,10730,Jamacha Rd & Elkelton Bl,32.71463441,-117.0168837,10730,0,,1,F-E/B,elkjam
464,MTS_10728,MTS,10728,Jamacha Rd & Osage Dr,32.71843511,-117.0231202,10728,0,,2,M-Street-E/B,
468,MTS_10735,MTS,10735,La Mesa Bl & Grossmont Bl,32.77328346,-117.0054384,10735,0,,1,F-W/B,
466,MTS_10733,MTS,10733,La Mesa Bl & Randlett Dr,32.768789,-117.0126999,10733,0,,1,M-Street-E/B,
461,MTS_10722,MTS,10722,Paradise Valley Rd & Deep Dell Rd,32.69549801,-117.0289552,10722,0,,1,F-E/B,deepar
459,MTS_10720,MTS,10720,Brookhaven Rd & Woodway Ct,32.69910321,-117.030388,10720,0,,0,M-Street-E/B,
463,MTS_10725,MTS,10725,San Vicente St & Sawtelle Av,32.71185602,-117.0264956,10725,0,,2,F-E/B,
462,MTS_10724,MTS,10724,Broadway & Grove St,32.74267388,-117.0270762,10724,0,,1,F-E/B,
456,MTS_10715,MTS,10715,San Vicente St & San Vicente Ct,32.70959957,-117.033007,10715,0,,1,M-Street-E/B,
455,MTS_10714,MTS,10714,Jamacha Rd & Beacon Dr,32.71391959,-117.0348302,10714,0,,0,F-E/B,
458,MTS_10719,MTS,10719,San Vicente St & Rytko St,32.71082301,-117.0316492,10719,0,,2,F-E/B,
457,MTS_10717,MTS,10717,University Av & Parks Av,32.76043378,-117.0328603,10717,0,,1,F-E/B,
595,MTS_10975,MTS,10975,National Av & 41st St,32.69619496,-117.1058354,10975,0,,1,N-W/B,
594,MTS_10973,MTS,10973,Adams Av & Kensington Dr,32.76334272,-117.1071546,10973,0,,1,N-W/B,
597,MTS_10978,MTS,10978,University Av & Marlborough Av,32.74975167,-117.1055262,10978,0,,1,N-W/B,
596,MTS_10977,MTS,10977,Market St & Morrison St,32.71161078,-117.1059103,10977,0,,1,F-W/B,
590,MTS_10966,MTS,10966,W 8th St & Roosevelt Av,32.6757028,-117.1077196,10966,0,,1,N-W/B,
589,MTS_10963,MTS,10963,Market St & Quail St,32.71162651,-117.1095776,10963,0,,1,N-E/B,
593,MTS_10970,MTS,10970,University Av & Van Dyke Av,32.74972552,-117.1037468,10970,0,,1,F-W/B,
591,MTS_10967,MTS,10967,National Av & 40th St,32.69616073,-117.1079933,10967,0,,1,N-W/B,
586,MTS_10956,MTS,10956,Ocean View Bl & 38th St,32.70136606,-117.1123739,10956,0,,0,N-W/B,
585,MTS_10953,MTS,10953,Imperial Av & 37th St,32.7049055,-117.1144273,10953,0,,2,M-Street-W/B,
588,MTS_10962,MTS,10962,Ocean View Bl & 39th St,32.70138098,-117.1102384,10962,0,,0,N-W/B,
587,MTS_10960,MTS,10960,El Cajon Bl & 37th St,32.7553639,-117.1134489,10960,0,,1,N-W/B,
582,MTS_10949,MTS,10949,Ocean View Bl & 36th St,32.70134169,-117.1166353,10949,0,,0,N-W/B,
581,MTS_10948,MTS,10948,National Av & 36th St,32.69610345,-117.1165773,10948,0,,1,N-W/B,
584,MTS_10951,MTS,10951,Market St & 36th St,32.71166973,-117.116363,10951,0,,1,M-Street-W/B,
583,MTS_10950,MTS,10950,Imperial Av & 36th St,32.70496923,-117.1167035,10950,0,,1,N-W/B,
613,MTS_11000,MTS,11000,Logan Av & Jarrett Ct,32.69692223,-117.090812,11000,0,,1,M-Street-W/B,
612,MTS_10999,MTS,10999,University Av & 47th St,32.74965496,-117.0932244,10999,0,,1,N-W/B,
615,MTS_11007,MTS,11007,Imperial Av & 50th St,32.70422876,-117.0866199,11007,0,,1,N-W/B,
614,MTS_11005,MTS,11005,University Av & Estrella Av,32.74964711,-117.0899426,11005,0,,1,N-W/B,
609,MTS_10994,MTS,10994,University Av & Chamoune Av,32.74969076,-117.0964252,10994,0,,1,N-W/B,
608,MTS_10993,MTS,10993,Imperial Av & 45th St,32.7042541,-117.0977996,10993,0,,1,N-W/B,
611,MTS_10998,MTS,10998,Market St & 47th St,32.71152498,-117.0932303,10998,0,,1,N-W/B,
610,MTS_10997,MTS,10997,Imperial Av & 47th St,32.70428506,-117.0932846,10997,0,,1,N-W/B,imp47
604,MTS_10987,MTS,10987,Logan Av & Dominion St,32.69694532,-117.1010676,10987,0,,1,N-W/B,
603,MTS_10986,MTS,10986,El Cajon Bl & 43rd St,32.75528888,-117.1017028,10986,0,,1,N-W/B,faielc
607,MTS_10992,MTS,10992,University Av & Highland Av,32.74970444,-117.0984354,10992,0,,1,N-W/B,
605,MTS_10989,MTS,10989,University Av & Fairmount Av,32.74972052,-117.1004911,10989,0,,2,N-W/B,unifai
600,MTS_10981,MTS,10981,Poplar St & Marlborough Av,32.73596158,-117.1040623,10981,0,,2,N-W/B,
599,MTS_10980,MTS,10980,Poplar St & Snowdrop St,32.73492812,-117.1052555,10980,0,,1,N-W/B,
602,MTS_10983,MTS,10983,Market St & Denby St,32.71158874,-117.1023469,10983,0,,1,M-Street-W/B,
601,MTS_10982,MTS,10982,Ocean View Bl & Marketplace Av,32.70060827,-117.1011842,10982,0,,1,F-W/B,ecc
558,MTS_10913,MTS,10913,Main St & 28th St,32.69291155,-117.1333569,10913,0,,1,N-W/B,main28
557,MTS_10912,MTS,10912,Ocean View Bl & 28th St,32.70124801,-117.133707,10912,0,,0,N-W/B,
560,MTS_10915,MTS,10915,University Av & Utah St,32.74855937,-117.1323764,10915,0,,1,N-W/B,
559,MTS_10914,MTS,10914,Market St & 28th St,32.71176488,-117.1335556,10914,0,,1,N-W/B,
554,MTS_10909,MTS,10909,University Av & Oregon St,32.74854926,-117.1349393,10909,0,,1,N-W/B,
553,MTS_10907,MTS,10907,Ocean View Bl & Sampson St,32.70210345,-117.1351492,10907,0,,0,N-W/B,
556,MTS_10911,MTS,10911,Imperial Av & 28th St,32.70647569,-117.1337042,10911,0,,1,N-W/B,
555,MTS_10910,MTS,10910,National Av & 28th St,32.696018,-117.1336514,10910,0,,1,N-W/B,
550,MTS_10902,MTS,10902,Main St & 27th St,32.69287499,-117.1357716,10902,0,,1,N-W/B,
549,MTS_10900,MTS,10900,Adams Av & Arizona St,32.76296473,-117.1369187,10900,0,,1,N-W/B,
552,MTS_10904,MTS,10904,C St & 27th St,32.71697047,-117.1358674,10904,0,,1,N-W/B,
551,MTS_10903,MTS,10903,Market St & 27th St,32.71174644,-117.1357434,10903,0,,1,N-W/B,
546,MTS_10896,MTS,10896,Imperial Av & 26th St,32.70645596,-117.1379821,10896,0,,1,N-W/B,
545,MTS_10895,MTS,10895,National Av & 26th St,32.69599317,-117.1378735,10895,0,,1,N-W/B,
548,MTS_10899,MTS,10899,University Av & Arizona St,32.7485497,-117.1371737,10899,0,,1,N-W/B,
547,MTS_10897,MTS,10897,Market St & 26th St,32.71174396,-117.1379996,10897,0,,1,N-W/B,
578,MTS_10943,MTS,10943,University Av & Wabash Av,32.74941212,-117.1206696,10943,0,,1,N-W/B,
577,MTS_10942,MTS,10942,El Cajon Bl & 33rd St,32.75542033,-117.1218414,10942,0,,1,N-W/B,
580,MTS_10947,MTS,10947,Adams Av & Hawley Bl,32.76343392,-117.119263,10947,0,,1,N-W/B,
579,MTS_10946,MTS,10946,National Av & 35th St,32.69611025,-117.1187357,10946,0,,1,N-W/B,
573,MTS_10937,MTS,10937,Adams Av & 32nd St,32.76349122,-117.1247676,10937,0,,1,N-W/B,
571,MTS_10935,MTS,10935,Market St & 32nd St,32.71179677,-117.1256168,10935,0,,1,F-W/B,
575,MTS_10939,MTS,10939,Adams Av & 33rd St,32.76345102,-117.1226821,10939,0,,1,N-W/B,
574,MTS_10938,MTS,10938,Imperial Av & 33rd St,32.70685778,-117.1221153,10938,0,,1,N-W/B,
567,MTS_10927,MTS,10927,Main St & 30th St,32.69291853,-117.1293038,10927,0,,1,N-W/B,
566,MTS_10926,MTS,10926,Imperial Av & 30th St,32.70649292,-117.1293709,10926,0,,1,N-W/B,
570,MTS_10934,MTS,10934,University Av & Iowa St,32.74858146,-117.1261905,10934,0,,1,N-W/B,
569,MTS_10933,MTS,10933,Adams Av & W Mountain View Dr,32.76348527,-117.1263811,10933,0,,1,N-W/B,
563,MTS_10923,MTS,10923,Market St & 30th St,32.71180612,-117.1304805,10923,0,,1,N-W/B,mark30
561,MTS_10918,MTS,10918,Ocean View Bl & 29th St,32.7012666,-117.1314935,10918,0,,0,N-W/B,
565,MTS_10925,MTS,10925,Ocean View Bl & 30th St,32.70127097,-117.1293416,10925,0,,0,N-W/B,
564,MTS_10924,MTS,10924,Upas St & 30th St,32.74117963,-117.1296813,10924,0,,1,N-W/B,
333,MTS_10535,MTS,10535,Ocean View Bl & 28th St,32.70109979,-117.133296,10535,0,,1,F-E/B,
332,MTS_10534,MTS,10534,University Av & Pershing Av,32.7483941,-117.1343458,10534,0,,1,F-E/B,
336,MTS_10540,MTS,10540,Adams Av & Idaho St,32.7628182,-117.1335895,10540,0,,1,F-E/B,
334,MTS_10537,MTS,10537,Market St & 28th St,32.71154497,-117.1335599,10537,0,,1,F-E/B,
329,MTS_10530,MTS,10530,Market St & 27th St,32.711532,-117.135751,10530,0,,1,F-E/B,
328,MTS_10529,MTS,10529,National Av & 27th St,32.69579803,-117.1355799,10529,0,,1,F-E/B,
331,MTS_10533,MTS,10533,El Cajon Bl & Oregon St,32.75516331,-117.1347813,10533,0,,1,F-E/B,elcorg
330,MTS_10532,MTS,10532,C St & 27th St,32.71681943,-117.1358497,10532,0,,1,F-E/B,
324,MTS_10523,MTS,10523,University Av & Texas St,32.74837803,-117.1384957,10523,0,,1,F-E/B,
321,MTS_10519,MTS,10519,Logan Av & Sampson St,32.69784201,-117.1391436,10519,0,,1,F-E/B,
327,MTS_10527,MTS,10527,University Av & Arnold Av,32.74839507,-117.1365086,10527,0,,1,F-E/B,
325,MTS_10524,MTS,10524,Market St & 26th St,32.71153076,-117.1378349,10524,0,,1,F-E/B,
318,MTS_10516,MTS,10516,Ocean View Bl & Commercial St,32.70516435,-117.1398611,10516,0,,1,F-S/B,25tro
317,MTS_10515,MTS,10515,Imperial Av & 25th St,32.70627168,-117.1395244,10515,0,,1,F-E/B,imp25
320,MTS_10518,MTS,10518,Adams Av & Louisiana St,32.76280365,-117.139822,10518,0,,1,F-E/B,
319,MTS_10517,MTS,10517,El Cajon Bl & Louisiana St,32.75514164,-117.1397056,10517,0,,1,F-E/B,
353,MTS_10564,MTS,10564,Adams Av & 34th St,32.76327039,-117.1202373,10564,0,,1,F-E/B,
352,MTS_10563,MTS,10563,36th St & Imperial Av,32.70530322,-117.1168921,10563,0,,0,F-S/B,
355,MTS_10570,MTS,10570,Ocean View Bl & 36th St,32.70116904,-117.1165621,10570,0,,1,F-E/B,
354,MTS_10568,MTS,10568,Ocean View Bl & 35th St,32.701176,-117.1183078,10568,0,,1,F-E/B,
349,MTS_10555,MTS,10555,National Av & 33rd St,32.69590077,-117.1227123,10555,0,,1,F-E/B,
348,MTS_10554,MTS,10554,Adams Av & 32nd St,32.76331293,-117.1247171,10554,0,,1,F-E/B,
351,MTS_10560,MTS,10560,University Av & 33rd St,32.74873617,-117.121811,10560,0,,1,M-Street-E/B,
350,MTS_10556,MTS,10556,Camino Del Rio S & Mission City Pkwy,32.77468311,-117.12361,10556,0,,1,M-Street-E/B,mispky
344,MTS_10550,MTS,10550,University Av & Herman Av,32.74842592,-117.1256458,10550,0,,1,F-E/B,
343,MTS_10549,MTS,10549,Adams Av & W Mountain View Dr,32.76324203,-117.1265738,10549,0,,1,N-E/B,
346,MTS_10552,MTS,10552,National Av & 32nd St,32.69592164,-117.1248091,10552,0,,1,F-E/B,nat32
345,MTS_10551,MTS,10551,Main St & 32nd St,32.69196601,-117.1248836,10551,0,,1,F-S/B,main32
339,MTS_10544,MTS,10544,National Av & 30th St,32.6958986,-117.1292067,10544,0,,1,F-E/B,
338,MTS_10543,MTS,10543,El Cajon Bl & 30th St,32.75521009,-117.1297759,10543,0,,1,F-E/B,elc30
342,MTS_10548,MTS,10548,El Cajon Bl & Illinois St,32.75519125,-117.1274045,10548,0,,1,F-E/B,
341,MTS_10547,MTS,10547,University Av & Grim Av,32.74840445,-117.1278931,10547,0,,1,F-E/B,
215,MTS_10336,MTS,10336,La Mesa Bl & Garfield St,32.77230406,-117.0060416,10336,0,,1,N-E/B,
213,MTS_10333,MTS,10333,La Mesa Bl & Jackson Dr,32.77042545,-117.0085077,10333,0,,1,N-E/B,
275,MTS_10452,MTS,10452,Washington St & Falcon St,32.74974541,-117.1701822,10452,0,,1,F-E/B,
263,MTS_10433,MTS,10433,Hotel Circle S & I-8 West (Ramp),32.75926063,-117.1884487,10433,0,,2,N-E/B,
209,MTS_10328,MTS,10328,La Mesa Bl & University Av,32.76780465,-117.0154272,10328,0,,1,N-N/B,
208,MTS_10326,MTS,10326,Allison Av & Palm Av,32.7659153,-117.0195877,10326,0,,1,N-E/B,allpal
211,MTS_10331,MTS,10331,La Mesa Bl & Glen St,32.76934368,-117.0110033,10331,0,,1,N-E/B,
210,MTS_10330,MTS,10330,Sweetwater Rd & Jamacha Rd,32.71422822,-117.0128,10330,0,,1,F-S/B,
203,MTS_10320,MTS,10320,University Av & Allison Av,32.76577668,-117.0250484,10320,0,,1,N-E/B,
202,MTS_10319,MTS,10319,Jamacha Rd & Cardiff St,32.71754502,-117.0261166,10319,0,,1,N-E/B,carjam
206,MTS_10324,MTS,10324,Allison Av & Spring St,32.76596372,-117.0215172,10324,0,,1,N-E/B,lamtre
204,MTS_10321,MTS,10321,San Vicente St & Cardiff St,32.71215697,-117.024967,10321,0,,2,M-Street-E/B,
198,MTS_10314,MTS,10314,University Av & Maple Av,32.76195824,-117.0304081,10314,0,,1,N-E/B,
197,MTS_10313,MTS,10313,Main St & Broadway (Lemon Grove Depot),32.74249573,-117.0309154,10313,0,,2,N-N/B,brotro
201,MTS_10318,MTS,10318,Paradise Valley Rd & Meadowbrook Dr,32.69767706,-117.0251096,10318,0,,1,M-Street-E/B,
200,MTS_10317,MTS,10317,University Av & La Mesa Bl,32.76414544,-117.0270184,10317,0,,1,M-Street-E/B,
310,MTS_10504,MTS,10504,Broadway & 22nd St,32.71573459,-117.143736,10504,0,,1,F-E/B,
309,MTS_10503,MTS,10503,Market St & 22nd St,32.71146383,-117.1436764,10503,0,,1,F-E/B,
314,MTS_10510,MTS,10510,Logan Av & Cesar E Chavez Pkwy (Chicano Park),32.70011607,-117.1424237,10510,0,,1,F-E/B,
313,MTS_10507,MTS,10507,Adams Av & Florida St,32.76241147,-117.1435069,10507,0,,1,F-E/B,
305,MTS_10499,MTS,10499,Imperial Av & 19th St,32.70621126,-117.1463507,10499,0,,1,F-E/B,
301,MTS_10494,MTS,10494,University Av & Herbert St,32.74835185,-117.148939,10494,0,,1,F-E/B,
308,MTS_10502,MTS,10502,El Cajon Bl & Park Bl,32.75512019,-117.1457098,10502,0,,1,M-Street-E/B,
307,MTS_10501,MTS,10501,Logan Av & Beardsley St,32.7023953,-117.1457365,10501,0,,1,F-E/B,
297,MTS_10487,MTS,10487,G St & 14th St,32.71255487,-117.1516235,10487,0,,1,F-E/B,
289,MTS_10478,MTS,10478,University Av & 7th Av,32.74826766,-117.1589296,10478,0,,1,N-E/B,uni6th
299,MTS_10489,MTS,10489,Broadway & 15th St,32.71569692,-117.1500495,10489,0,,1,F-E/B,15bro
298,MTS_10488,MTS,10488,Market St & 14th St,32.71145095,-117.1514886,10488,0,,1,F-E/B,
277,MTS_10456,MTS,10456,Washington St & Dove St,32.74974837,-117.1683088,10456,0,,1,F-E/B,wasdov
276,MTS_10454,MTS,10454,Broadway & Kettner Bl,32.71562174,-117.1688181,10454,0,broket,1,F-E/B,broket
285,MTS_10474,MTS,10474,Market St & 6th Av,32.71143589,-117.1587839,10474,0,,1,F-E/B,
283,MTS_10468,MTS,10468,Washington St & 4th Av,32.74980407,-117.1622825,10468,0,,1,N-E/B,
409,MTS_10652,MTS,10652,Streamview Dr & 55th St,32.74244872,-117.0769335,10652,0,,1,F-E/B,
408,MTS_10651,MTS,10651,Roswell St & Derby St,32.71499733,-117.0776643,10651,0,,0,F-E/B,
411,MTS_10654,MTS,10654,Montezuma Rd & 55th St,32.77059793,-117.0758379,10654,0,,1,F-E/B,
410,MTS_10653,MTS,10653,Imperial Av & 55th St,32.70763651,-117.076077,10653,0,,0,F-E/B,
405,MTS_10647,MTS,10647,Olvera Av & Santa Isabel Dr,32.69865727,-117.0797473,10647,0,,1,F-E/B,
404,MTS_10642,MTS,10642,Federal Bl & Pentecost Wy,32.72141025,-117.0824651,10642,0,,1,F-E/B,
407,MTS_10650,MTS,10650,Imperial Av & 54th St,32.70707956,-117.0783865,10650,0,,1,F-E/B,
406,MTS_10648,MTS,10648,Grape St & Champion St,32.72598421,-117.0799493,10648,0,,2,F-E/B,
401,MTS_10639,MTS,10639,El Cajon Bl & 52nd St,32.75724196,-117.0829403,10639,0,,1,F-E/B,
400,MTS_10638,MTS,10638,Roswell St & 51st St,32.71170849,-117.0840283,10638,0,,0,N-E/B,
403,MTS_10641,MTS,10641,Imperial Av & San Jacinto Dr,32.70578918,-117.0822591,10641,0,,0,F-E/B,
402,MTS_10640,MTS,10640,Grape St & 54th St,32.72565755,-117.0827426,10640,0,,0,F-E/B,
397,MTS_10635,MTS,10635,Olvera Av & Euclid Av,32.6974586,-117.084277,10635,0,,1,F-E/B,
396,MTS_10634,MTS,10634,Montezuma Rd & Collwood Bl,32.77032427,-117.085055,10634,0,,2,F-E/B,
399,MTS_10637,MTS,10637,Federal Bl & Euclid Av,32.72127357,-117.0843887,10637,0,,1,F-E/B,
398,MTS_10636,MTS,10636,Imperial Av & Euclid Av,32.70470029,-117.0843651,10636,0,,0,F-E/B,
431,MTS_10682,MTS,10682,El Cajon Bl & Art St,32.76504358,-117.0604446,10682,0,,1,F-E/B,
430,MTS_10679,MTS,10679,El Cajon Bl & 63rd St,32.76373731,-117.0626446,10679,0,,1,F-E/B,
434,MTS_10685,MTS,10685,College Av & Streamview Dr,32.74546708,-117.0581928,10685,0,,1,F-S/B,
432,MTS_10683,MTS,10683,University Av & Bonillo Dr,32.75422342,-117.0595059,10683,0,,1,F-E/B,
426,MTS_10675,MTS,10675,Streamview Dr & Glade St,32.74423887,-117.0644063,10675,0,,1,F-E/B,
425,MTS_10673,MTS,10673,El Cajon Bl & College Av,32.76150228,-117.0664689,10673,0,,1,F-E/B,elccol
429,MTS_10678,MTS,10678,Skyline Dr & O'Meara St,32.70124856,-117.062075,10678,0,,1,F-E/B,
427,MTS_10676,MTS,10676,University Av & College Av,32.75289159,-117.0639204,10676,0,,1,F-E/B,unicol
419,MTS_10665,MTS,10665,El Cajon Bl & 59th St,32.75972655,-117.070229,10665,0,,1,M-Street-E/B,elc59
418,MTS_10664,MTS,10664,Imperial Av & Linnet St,32.70904984,-117.0702223,10664,0,,0,F-E/B,
424,MTS_10672,MTS,10672,Skyline Dr & 61st St,32.70132831,-117.0670623,10672,0,,1,N-E/B,
422,MTS_10669,MTS,10669,Imperial Av & 60th St,32.70928474,-117.0675457,10669,0,,0,M-Street-E/B,
413,MTS_10658,MTS,10658,Imperial Av & Valencia Pkwy,32.70868279,-117.0725108,10658,0,,1,F-E/B,
412,MTS_10655,MTS,10655,El Cajon Bl & 56th St,32.75841879,-117.0746861,10655,0,,1,F-E/B,
416,MTS_10661,MTS,10661,University Av & 58th St,32.74909635,-117.0721465,10661,0,,1,F-E/B,
414,MTS_10659,MTS,10659,El Cajon Bl & 58th St,32.75871553,-117.0726429,10659,0,,1,F-E/B,
373,MTS_10600,MTS,10600,8th St & C Av,32.67653456,-117.1039092,10600,0,,1,N-E/B,
372,MTS_10599,MTS,10599,University Av & Marlborough Av,32.7495688,-117.1053423,10599,0,,1,F-E/B,
377,MTS_10607,MTS,10607,El Cajon Bl & Menlo Av,32.75587673,-117.0947526,10607,0,,0,F-W/B,
374,MTS_10603,MTS,10603,Ocean View Bl & San Pasqual Dr,32.7004574,-117.1019369,10603,0,,1,F-E/B,ecc
369,MTS_10593,MTS,10593,8th St & National City Bl,32.6759728,-117.1060453,10593,0,,1,F-E/B,8thnat
368,MTS_10592,MTS,10592,Home Av & Gateway Dr,32.72340767,-117.1070523,10592,0,,1,F-E/B,homgat
371,MTS_10598,MTS,10598,Imperial Av & Messina Wy,32.70408184,-117.1052325,10598,0,,1,F-E/B,
370,MTS_10594,MTS,10594,Adams Av & Kensington Dr,32.76319826,-117.1069807,10594,0,,1,F-E/B,
362,MTS_10581,MTS,10581,Adams Av & 39th St,32.76322081,-117.1108487,10581,0,,1,F-E/B,ada39E
360,MTS_10578,MTS,10578,Market St & Gateway Center Wy,32.7113854,-117.1118315,10578,0,,0,M-Street-E/B,
365,MTS_10587,MTS,10587,Market St & 40th St,32.71141125,-117.1085189,10587,0,,1,M-Street-E/B,
363,MTS_10582,MTS,10582,Ocean View Bl & 39th St,32.70122242,-117.1101165,10582,0,,1,F-E/B,
357,MTS_10572,MTS,10572,University Av & Wilson Av,32.74968916,-117.1164539,10572,0,,1,F-E/B,35univ
356,MTS_10571,MTS,10571,Market St & 36th St,32.7114349,-117.1161429,10571,0,,0,F-E/B,
359,MTS_10577,MTS,10577,Adams Av & Cherokee Av,32.76323842,-117.1138351,10577,0,,1,F-S/B,cheada
358,MTS_10576,MTS,10576,Market St & Gateway Center Dr,32.71141146,-117.1136068,10576,0,,0,M-Street-E/B,
391,MTS_10625,MTS,10625,Market St & 47th St,32.7112162,-117.0929672,10625,0,,1,F-E/B,
390,MTS_10624,MTS,10624,Imperial Av & 47th St,32.70402567,-117.0926319,10624,0,,1,M-Street-E/B,imp47
395,MTS_10633,MTS,10633,University Av & 50th St,32.74914782,-117.0865683,10633,0,,1,F-E/B,
393,MTS_10629,MTS,10629,Logan Av & 49th St,32.69671922,-117.0891426,10629,0,,1,F-E/B,
387,MTS_10621,MTS,10621,University Av & Chamoune Av,32.74948383,-117.0961402,10621,0,,1,F-E/B,
386,MTS_10620,MTS,10620,El Cajon Bl & Chamoune Av,32.75535434,-117.0967034,10620,0,,1,N-E/B,
389,MTS_10623,MTS,10623,El Cajon Bl & Menlo Av,32.75572275,-117.0941607,10623,0,,1,F-E/B,
388,MTS_10622,MTS,10622,Logan Av & 46th St,32.6967161,-117.0956338,10622,0,,1,F-E/B,
383,MTS_10616,MTS,10616,University Av & Highland Av,32.74952055,-117.0983978,10616,0,,1,F-E/B,
382,MTS_10615,MTS,10615,Camino Del Rio S & Caminito Pintoresco,32.77668827,-117.1005725,10615,0,,1,F-S/B,
385,MTS_10619,MTS,10619,Market St & 45th St,32.71135238,-117.097559,10619,0,,1,F-E/B,
384,MTS_10618,MTS,10618,Imperial Av & Greenwood Cemetery,32.70401613,-117.1012237,10618,0,,0,F-E/B,
379,MTS_10611,MTS,10611,University Av & Fairmount Av,32.74953033,-117.1001705,10611,0,,1,M-Street-E/B,unifai
378,MTS_10609,MTS,10609,El Cajon Bl & 43rd St,32.75501257,-117.1015147,10609,0,,1,F-E/B,43ecaj
